Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2467,Data Analytics Corse,197.0,3620.0,$235.19,18.0,7.0,0.036,$1740,2024/11/01,hydrebad,MOBILE,online data analytic
A2468,DataAnalyticsCourse,116.0,4250.0,$216.66,10.0,9.0,0.078,$1877,2024/11/02,Hyderbad,Mobile,data anaytics training
A2469,DataAnalyticsCourse,192.0,4850.0,$235.42,22.0,10.0,0.052,$1124,2024-11-14,hydrebad,Desktop,analytics for data
A2470,Data Analytics Corse,118.0,3815.0,$185.78,16.0,4.0,,$1093,17-11-2024,hyderabad,DESKTOP,data analitics online
A2471,Data Anlytics Corse,172.0,5741.0,$198.44,14.0,4.0,0.023,$1755,2024/11/11,Hyderbad,Desktop,analytics for data
A2472,DataAnalyticsCourse,174.0,4272.0,$240.77,16.0,7.0,0.041,$1004,2024/11/23,hydrebad,Desktop,learn data analytics
A2473,Data Analytics Corse,175.0,4974.0,$182.22,21.0,5.0,,$1300,23-11-2024,Hyderbad,mobile,learn data analytics
A2474,Data Analytcis Course,,3215.0,$191.22,30.0,7.0,,$1588,2024-11-23,hyderabad,desktop,analytics for data
A2475,DataAnalyticsCourse,,3723.0,$201.32,21.0,8.0,,,06-11-2024,Hyderbad,TABLET,data analytics course
A2476,Data Analytcis Course,103.0,4670.0,$203.4,21.0,4.0,,$1562,25-11-2024,hyderabad,mobile,analytics for data
A2477,Data Analytcis Course,187.0,4474.0,$182.47,10.0,,,$1768,13-11-2024,hyderabad,tablet,online data analytic
A2478,Data Analytcis Course,,3009.0,$195.17,,6.0,,$1083,2024-11-23,Hyderbad,Tablet,data analitics online
A2479,Data Analytcis Course,109.0,3933.0,$189.73,11.0,4.0,,$1700,07-11-2024,hyderabad,desktop,data analitics online
A2480,Data Analytics Corse,118.0,4360.0,$232.09,10.0,9.0,0.076,$1252,2024/11/13,HYDERABAD,Desktop,data anaytics training
A2481,DataAnalyticsCourse,164.0,5120.0,$185.69,10.0,5.0,0.031,$1597,2024/11/23,HYDERABAD,TABLET,analytics for data
A2482,DataAnalyticsCourse,166.0,3887.0,$192.0,24.0,9.0,0.054,$1890,2024-11-13,Hyderbad,TABLET,data analytics course
A2483,Data Analytcis Course,88.0,3909.0,$189.57,30.0,10.0,0.114,$1750,29-11-2024,Hyderbad,desktop,data anaytics training
A2484,DataAnalyticsCourse,125.0,3017.0,$232.51,14.0,7.0,,$1510,2024-11-08,Hyderbad,tablet,data anaytics training
A2485,DataAnalyticsCourse,,5127.0,$206.95,26.0,5.0,,$1902,17-11-2024,hydrebad,Desktop,online data analytic
A2486,Data Analytics Corse,151.0,3992.0,$212.42,10.0,9.0,0.06,$1890,2024-11-26,hydrebad,Tablet,learn data analytics
A2487,DataAnalyticsCourse,182.0,3554.0,$181.74,18.0,4.0,0.022,$1933,02-11-2024,HYDERABAD,TABLET,learn data analytics
A2488,Data Analytcis Course,84.0,4051.0,$196.83,21.0,4.0,0.048,$1094,2024-11-14,hyderabad,Mobile,online data analytic
A2489,Data Anlytics Corse,127.0,3541.0,$239.47,16.0,10.0,0.079,$1474,2024-11-25,Hyderbad,TABLET,data anaytics training
A2490,DataAnalyticsCourse,104.0,5878.0,$228.79,21.0,3.0,0.05,$1101,05-11-2024,Hyderbad,mobile,data analytics course
A2491,Data Analytics Corse,161.0,4611.0,$228.34,26.0,7.0,0.043,$1473,2024/11/25,hydrebad,TABLET,data analitics online
A2492,Data Analytics Corse,141.0,4764.0,$187.72,28.0,4.0,0.028,$1428,2024-11-16,hydrebad,mobile,analytics for data
A2493,Data Analytcis Course,186.0,4603.0,$191.84,26.0,9.0,0.047,$1918,2024/11/07,HYDERABAD,desktop,learn data analytics
A2494,Data Analytics Corse,,5003.0,$195.4,15.0,7.0,,$1273,2024/11/18,Hyderbad,desktop,data anaytics training
A2495,DataAnalyticsCourse,124.0,5212.0,$190.83,13.0,6.0,0.048,$1399,2024-11-07,hydrebad,DESKTOP,data analytics course
A2496,Data Anlytics Corse,97.0,5285.0,$249.65,12.0,7.0,0.051,$1411,2024/11/27,hydrebad,desktop,data anaytics training
A2497,Data Analytics Corse,111.0,3177.0,$224.51,18.0,8.0,,$1946,2024-11-25,HYDERABAD,Desktop,learn data analytics
A2498,Data Analytics Corse,93.0,5571.0,$185.71,12.0,7.0,0.075,$1630,21-11-2024,HYDERABAD,Tablet,online data analytic
A2499,DataAnalyticsCourse,92.0,3237.0,$245.48,15.0,6.0,0.065,,2024/11/19,Hyderbad,DESKTOP,data analitics online
A2500,DataAnalyticsCourse,138.0,5314.0,$198.39,17.0,10.0,0.072,$1250,2024-11-20,HYDERABAD,Desktop,online data analytic
A2501,DataAnalyticsCourse,129.0,4452.0,$196.06,10.0,9.0,0.053,$1069,2024/11/13,Hyderbad,Tablet,learn data analytics
A2502,Data Analytcis Course,183.0,3920.0,$235.79,20.0,7.0,0.038,$1238,2024-11-17,Hyderbad,mobile,data anaytics training
A2503,Data Analytics Corse,154.0,4603.0,$214.0,20.0,3.0,0.019,$1709,2024-11-18,HYDERABAD,TABLET,data analytics course
A2504,Data Analytcis Course,95.0,4938.0,$204.5,12.0,6.0,0.046,$1494,2024/11/18,hydrebad,TABLET,data anaytics training
A2505,Data Anlytics Corse,173.0,5291.0,,23.0,8.0,,$1557,2024/11/13,Hyderbad,MOBILE,data analitics online
A2506,Data Anlytics Corse,112.0,4072.0,$211.56,17.0,10.0,0.089,$1229,01-11-2024,hyderabad,DESKTOP,analytics for data
A2507,Data Analytics Corse,170.0,5953.0,$186.11,25.0,8.0,,$1080,2024-11-26,hydrebad,MOBILE,data analitics online
A2508,Data Analytics Corse,96.0,,$232.87,,10.0,0.053,$1162,2024/11/14,HYDERABAD,Mobile,learn data analytics
A2509,Data Analytcis Course,113.0,3104.0,$230.92,28.0,9.0,0.08,$1422,27-11-2024,HYDERABAD,tablet,data analytics course
A2510,Data Anlytics Corse,145.0,4882.0,$217.25,22.0,3.0,0.021,$1814,2024-11-19,hyderabad,MOBILE,analytics for data
A2511,Data Anlytics Corse,83.0,3212.0,$243.86,25.0,4.0,0.048,$1612,2024-11-19,hydrebad,Mobile,data analytics course
A2512,Data Analytics Corse,90.0,4973.0,$181.04,23.0,5.0,0.056,$1039,03-11-2024,HYDERABAD,desktop,online data analytic
A2513,Data Analytics Corse,140.0,5227.0,$222.57,27.0,3.0,0.021,$1527,2024-11-18,hyderabad,desktop,learn data analytics
A2514,Data Analytcis Course,111.0,5434.0,$181.05,10.0,5.0,0.045,$1627,23-11-2024,Hyderbad,mobile,data anaytics training
A2515,Data Analytics Corse,105.0,3300.0,$180.25,22.0,10.0,0.095,$1640,2024-11-21,hydrebad,mobile,online data analytic
A2516,DataAnalyticsCourse,181.0,4857.0,$215.59,13.0,8.0,0.044,$1883,2024-11-23,hydrebad,DESKTOP,learn data analytics
A2517,Data Analytics Corse,189.0,4019.0,$248.09,16.0,6.0,0.045,$1378,2024/11/30,HYDERABAD,tablet,online data analytic
A2518,Data Analytcis Course,138.0,5495.0,$220.69,19.0,5.0,0.036,$1624,04-11-2024,HYDERABAD,tablet,online data analytic
A2519,Data Analytcis Course,178.0,5218.0,$208.92,20.0,7.0,0.039,$1714,25-11-2024,Hyderbad,mobile,analytics for data
A2520,Data Analytics Corse,155.0,5996.0,$247.54,15.0,5.0,0.032,$1883,2024/11/27,hyderabad,mobile,analytics for data
A2521,Data Anlytics Corse,168.0,4932.0,$198.95,16.0,7.0,0.052,$1301,19-11-2024,hydrebad,desktop,data anaytics training
A2522,Data Analytcis Course,152.0,4498.0,$233.81,30.0,6.0,0.039,$1090,25-11-2024,HYDERABAD,Desktop,data analitics online
A2523,Data Anlytics Corse,111.0,4164.0,$191.04,18.0,9.0,,$1687,2024/11/21,hydrebad,TABLET,data anaytics training
A2524,Data Analytics Corse,141.0,4329.0,$230.44,14.0,6.0,0.043,$1610,07-11-2024,HYDERABAD,MOBILE,learn data analytics
A2525,DataAnalyticsCourse,97.0,5764.0,$246.15,30.0,7.0,,$1345,18-11-2024,Hyderbad,Mobile,analytics for data
A2526,Data Analytcis Course,82.0,5430.0,$205.46,18.0,5.0,0.061,$1435,2024-11-30,hydrebad,MOBILE,online data analytic
A2527,Data Analytics Corse,164.0,5179.0,$206.72,18.0,9.0,0.055,$1213,2024-11-27,HYDERABAD,TABLET,data analytics course
A2528,Data Analytcis Course,109.0,5707.0,$246.86,22.0,4.0,0.034,$1980,19-11-2024,Hyderbad,TABLET,data analitics online
A2529,Data Analytics Corse,126.0,3263.0,$237.54,,9.0,,$1364,2024/11/17,HYDERABAD,Mobile,data analitics online
A2530,Data Analytcis Course,175.0,5718.0,$225.4,19.0,6.0,0.057,$1001,12-11-2024,HYDERABAD,Tablet,analytics for data
A2531,Data Anlytics Corse,96.0,5075.0,$221.28,25.0,3.0,0.038,$1937,23-11-2024,hyderabad,DESKTOP,learn data analytics
A2532,Data Anlytics Corse,113.0,4473.0,$202.3,17.0,5.0,0.044,$1049,2024/11/08,hydrebad,tablet,online data analytic
A2533,DataAnalyticsCourse,96.0,3979.0,$232.44,27.0,7.0,,$1140,30-11-2024,HYDERABAD,Mobile,learn data analytics
A2534,Data Analytcis Course,162.0,5688.0,$190.31,17.0,5.0,0.031,$1556,25-11-2024,Hyderbad,tablet,data analytics course
A2535,Data Anlytics Corse,125.0,3546.0,$234.02,23.0,10.0,,$1072,2024/11/27,HYDERABAD,DESKTOP,analytics for data
A2536,DataAnalyticsCourse,89.0,4188.0,$206.71,16.0,4.0,0.045,$1382,2024/11/01,Hyderbad,tablet,online data analytic
A2537,Data Anlytics Corse,99.0,4134.0,$234.04,18.0,3.0,0.03,$1683,2024/11/30,hyderabad,desktop,learn data analytics
A2538,Data Analytcis Course,91.0,4710.0,$199.18,21.0,9.0,0.099,$1431,2024-11-10,hydrebad,TABLET,data analytics course
A2539,Data Anlytics Corse,141.0,4654.0,$192.19,21.0,6.0,0.043,$1932,25-11-2024,hydrebad,MOBILE,analytics for data
A2540,DataAnalyticsCourse,110.0,5509.0,$245.38,13.0,8.0,0.048,$1539,2024/11/10,hydrebad,MOBILE,learn data analytics
A2541,Data Analytcis Course,96.0,3091.0,$187.57,11.0,,,$1737,10-11-2024,hydrebad,tablet,data analytics course
A2542,Data Analytcis Course,85.0,4653.0,$196.73,23.0,6.0,0.071,$1032,13-11-2024,HYDERABAD,Mobile,data analytics course
A2543,Data Analytics Corse,151.0,5389.0,$227.07,18.0,10.0,0.057,$1318,2024-11-20,hydrebad,desktop,data anaytics training
A2544,Data Analytics Corse,139.0,5290.0,$208.43,28.0,4.0,0.051,$1022,2024/11/20,hydrebad,Tablet,data analitics online
A2545,DataAnalyticsCourse,120.0,3060.0,$197.96,,8.0,0.067,$1679,2024-11-23,hyderabad,TABLET,analytics for data
A2546,Data Analytcis Course,109.0,4444.0,$219.46,12.0,9.0,0.083,$1159,2024/11/28,Hyderbad,MOBILE,data anaytics training
A2547,Data Analytics Corse,145.0,3509.0,$181.11,19.0,10.0,0.048,$1627,2024/11/22,hyderabad,MOBILE,online data analytic
A2548,DataAnalyticsCourse,151.0,4675.0,$183.02,14.0,7.0,0.046,$1000,2024-11-10,HYDERABAD,mobile,analytics for data
A2549,DataAnalyticsCourse,108.0,5869.0,$226.93,16.0,7.0,0.065,$1633,03-11-2024,Hyderbad,desktop,analytics for data
A2550,Data Analytcis Course,166.0,3992.0,$205.9,15.0,8.0,0.048,$1899,2024/11/05,Hyderbad,Desktop,analytics for data
A2551,Data Anlytics Corse,134.0,4172.0,$191.8,26.0,5.0,0.037,$1170,2024-11-18,hyderabad,tablet,online data analytic
A2552,DataAnalyticsCourse,104.0,5926.0,$224.63,17.0,8.0,,$1239,2024/11/24,HYDERABAD,MOBILE,learn data analytics
A2553,Data Analytcis Course,,5785.0,$195.39,15.0,10.0,,$1296,2024/11/25,HYDERABAD,tablet,analytics for data
A2554,Data Anlytics Corse,160.0,5664.0,$210.58,16.0,9.0,,$1836,2024-11-07,hydrebad,mobile,data anaytics training
A2555,Data Anlytics Corse,147.0,5930.0,$248.18,22.0,10.0,0.068,$1743,15-11-2024,hyderabad,desktop,analytics for data
A2556,Data Anlytics Corse,196.0,3656.0,$240.44,15.0,6.0,0.052,$1894,03-11-2024,hyderabad,tablet,analytics for data
A2557,DataAnalyticsCourse,159.0,5078.0,$182.57,30.0,8.0,0.05,$1541,2024-11-09,HYDERABAD,Mobile,data analytics course
A2558,Data Analytcis Course,104.0,5257.0,$220.44,17.0,7.0,0.052,$1462,2024-11-27,hyderabad,mobile,data analitics online
A2559,Data Anlytics Corse,135.0,5582.0,$209.14,28.0,5.0,0.037,$1912,25-11-2024,HYDERABAD,TABLET,online data analytic
A2560,Data Analytics Corse,92.0,3097.0,$232.27,21.0,,,$1905,14-11-2024,HYDERABAD,Desktop,analytics for data
A2561,Data Analytics Corse,136.0,3657.0,$236.19,12.0,5.0,0.037,$1425,2024/11/06,Hyderbad,mobile,online data analytic
A2562,Data Anlytics Corse,135.0,3198.0,$227.48,,6.0,0.044,$1882,2024/11/09,hydrebad,Desktop,online data analytic
A2563,Data Analytcis Course,91.0,5017.0,$239.34,15.0,5.0,0.055,,02-11-2024,hyderabad,tablet,analytics for data
A2564,DataAnalyticsCourse,181.0,5343.0,$244.02,30.0,9.0,0.038,$1639,2024/11/26,HYDERABAD,mobile,learn data analytics
A2565,Data Analytcis Course,,4896.0,$207.51,17.0,,,,2024-11-11,hyderabad,mobile,data analitics online
A2566,Data Analytcis Course,80.0,5756.0,$205.38,16.0,4.0,0.05,$1778,2024-11-20,Hyderbad,desktop,online data analytic
A2567,DataAnalyticsCourse,155.0,5696.0,$236.44,13.0,3.0,0.019,$1207,2024-11-23,hydrebad,mobile,data analitics online
A2568,DataAnalyticsCourse,114.0,5683.0,$214.42,20.0,8.0,0.07,$1474,2024/11/08,HYDERABAD,mobile,learn data analytics
A2569,Data Anlytics Corse,98.0,4669.0,$205.72,16.0,6.0,0.061,$1767,2024/11/30,hyderabad,DESKTOP,analytics for data
A2570,Data Analytics Corse,125.0,3807.0,$234.92,11.0,6.0,0.048,,2024/11/29,Hyderbad,MOBILE,online data analytic
A2571,DataAnalyticsCourse,160.0,3163.0,$238.95,20.0,8.0,0.05,$1569,2024-11-26,Hyderbad,desktop,online data analytic
A2572,Data Analytics Corse,175.0,3732.0,$231.25,16.0,10.0,0.057,$1014,2024-11-15,hydrebad,Mobile,learn data analytics
A2573,Data Analytcis Course,123.0,3860.0,$224.63,24.0,8.0,0.065,$1800,2024-11-15,hydrebad,DESKTOP,analytics for data
A2574,Data Anlytics Corse,106.0,3196.0,$212.12,15.0,6.0,,$1314,2024/11/23,HYDERABAD,tablet,analytics for data
A2575,DataAnalyticsCourse,,3322.0,$205.85,24.0,4.0,,$1031,09-11-2024,hyderabad,tablet,data anaytics training
A2576,DataAnalyticsCourse,185.0,5121.0,$215.46,12.0,9.0,0.049,$1724,02-11-2024,hyderabad,MOBILE,data analytics course
A2577,Data Analytics Corse,139.0,5610.0,$239.44,17.0,6.0,0.043,$1548,14-11-2024,hydrebad,TABLET,online data analytic
A2578,Data Analytics Corse,174.0,3890.0,$186.04,28.0,7.0,0.04,$1793,2024/11/21,hydrebad,Tablet,online data analytic
A2579,Data Anlytics Corse,157.0,4671.0,$248.17,14.0,7.0,0.045,$1247,2024/11/03,hyderabad,MOBILE,data anaytics training
A2580,Data Analytics Corse,160.0,5438.0,$197.5,16.0,6.0,0.037,$1752,03-11-2024,hyderabad,tablet,data analytics course
A2581,Data Analytics Corse,198.0,4726.0,$185.13,14.0,,,$1580,17-11-2024,hyderabad,Tablet,learn data analytics
A2582,Data Analytics Corse,144.0,5301.0,$195.83,12.0,3.0,,$1654,27-11-2024,hyderabad,Tablet,data analitics online
A2583,Data Analytics Corse,187.0,3722.0,$182.43,27.0,7.0,0.037,$1613,20-11-2024,hyderabad,mobile,data anaytics training
A2584,Data Anlytics Corse,139.0,3944.0,,29.0,3.0,0.022,$1863,2024-11-04,HYDERABAD,Tablet,analytics for data
A2585,DataAnalyticsCourse,194.0,5123.0,$180.01,27.0,5.0,0.036,$1978,05-11-2024,hydrebad,mobile,learn data analytics
A2586,DataAnalyticsCourse,157.0,4127.0,$200.44,30.0,8.0,0.058,$1044,2024-11-15,hydrebad,desktop,data anaytics training
A2587,Data Analytcis Course,112.0,4944.0,$233.83,19.0,4.0,0.036,$1296,2024-11-27,Hyderbad,TABLET,data anaytics training
A2588,Data Anlytics Corse,82.0,4534.0,$203.89,10.0,6.0,0.073,$1589,2024-11-26,Hyderbad,TABLET,online data analytic
A2589,DataAnalyticsCourse,152.0,5894.0,$219.23,14.0,5.0,0.033,$1641,2024-11-13,HYDERABAD,MOBILE,data anaytics training
A2590,DataAnalyticsCourse,81.0,5545.0,$212.89,11.0,5.0,0.062,$1818,15-11-2024,hyderabad,Mobile,data analitics online
A2591,DataAnalyticsCourse,84.0,5573.0,,23.0,6.0,0.071,$1656,2024-11-12,Hyderbad,Desktop,online data analytic
A2592,DataAnalyticsCourse,117.0,3039.0,$223.72,27.0,8.0,0.068,$1340,2024/11/14,hydrebad,MOBILE,data anaytics training
A2593,Data Anlytics Corse,82.0,3556.0,,16.0,5.0,0.061,$1331,2024-11-17,HYDERABAD,MOBILE,data analitics online
A2594,Data Analytcis Course,192.0,4920.0,$192.15,18.0,10.0,0.052,$1665,2024-11-09,hydrebad,Mobile,data analitics online
A2595,DataAnalyticsCourse,131.0,3187.0,$234.53,24.0,10.0,,$1656,07-11-2024,hydrebad,Mobile,data analytics course
A2596,DataAnalyticsCourse,177.0,3238.0,$189.61,29.0,7.0,0.05,$1925,27-11-2024,hyderabad,Tablet,data analitics online
A2597,Data Analytics Corse,,,$182.66,22.0,10.0,,$1482,2024-11-24,HYDERABAD,DESKTOP,learn data analytics
A2598,DataAnalyticsCourse,147.0,4507.0,$190.42,27.0,8.0,0.054,$1073,2024-11-05,hydrebad,Desktop,learn data analytics
A2599,DataAnalyticsCourse,143.0,3606.0,$200.29,,3.0,0.035,$1550,20-11-2024,hyderabad,MOBILE,learn data analytics
A2600,Data Analytcis Course,,3355.0,$186.9,20.0,4.0,,$1524,2024-11-10,hyderabad,MOBILE,online data analytic
A2601,DataAnalyticsCourse,160.0,3711.0,$214.41,10.0,6.0,0.037,$1550,2024-11-07,Hyderbad,Mobile,analytics for data
A2602,Data Analytcis Course,172.0,4841.0,$234.94,28.0,8.0,,$1258,2024/11/12,HYDERABAD,DESKTOP,analytics for data
A2603,Data Anlytics Corse,95.0,5411.0,$182.58,13.0,4.0,0.042,$1111,30-11-2024,Hyderbad,tablet,data anaytics training
A2604,Data Analytcis Course,111.0,3520.0,$237.4,13.0,3.0,0.027,$1395,2024/11/19,HYDERABAD,mobile,online data analytic
A2605,DataAnalyticsCourse,171.0,3460.0,$184.14,27.0,9.0,0.053,$1565,16-11-2024,hydrebad,TABLET,data analitics online
A2606,Data Anlytics Corse,145.0,5875.0,$221.0,14.0,7.0,0.048,$1230,2024-11-24,HYDERABAD,Desktop,learn data analytics
A2607,Data Analytics Corse,118.0,3404.0,$183.15,27.0,7.0,0.059,$1489,2024-11-21,Hyderbad,tablet,learn data analytics
A2608,Data Anlytics Corse,171.0,3567.0,$233.32,27.0,4.0,,$1271,2024-11-05,hydrebad,desktop,analytics for data
A2609,Data Analytcis Course,108.0,3628.0,$185.68,24.0,8.0,0.074,$1682,2024/11/19,hydrebad,TABLET,learn data analytics
A2610,Data Analytcis Course,100.0,4994.0,$206.32,21.0,7.0,0.04,$1673,2024-11-20,hydrebad,Tablet,learn data analytics
A2611,DataAnalyticsCourse,138.0,5758.0,$193.53,14.0,4.0,0.029,$1902,2024-11-15,HYDERABAD,TABLET,analytics for data
A2612,DataAnalyticsCourse,88.0,3382.0,$198.62,25.0,9.0,0.102,$1599,10-11-2024,HYDERABAD,DESKTOP,data anaytics training
A2613,Data Analytics Corse,125.0,3652.0,$186.61,29.0,10.0,0.08,$1017,2024-11-29,Hyderbad,mobile,learn data analytics
A2614,DataAnalyticsCourse,169.0,4120.0,$215.75,27.0,5.0,0.03,$1362,2024/11/19,hydrebad,Mobile,analytics for data
A2615,Data Anlytics Corse,169.0,3142.0,$236.79,18.0,7.0,0.041,,2024-11-06,HYDERABAD,MOBILE,data analitics online
A2616,DataAnalyticsCourse,149.0,5726.0,$235.72,17.0,7.0,0.047,$1902,11-11-2024,hydrebad,mobile,data analitics online
A2617,Data Analytics Corse,99.0,5938.0,$183.49,30.0,3.0,0.03,$1487,18-11-2024,HYDERABAD,mobile,data analitics online
A2618,Data Anlytics Corse,177.0,3567.0,$214.71,28.0,5.0,0.028,$1001,11-11-2024,Hyderbad,Tablet,analytics for data
A2619,Data Analytcis Course,189.0,3215.0,$224.53,23.0,,0.052,$1309,2024/11/15,hydrebad,desktop,online data analytic
A2620,Data Analytcis Course,94.0,5094.0,,24.0,3.0,,$1974,09-11-2024,hyderabad,desktop,online data analytic
A2621,Data Analytics Corse,191.0,3337.0,$231.0,29.0,6.0,0.031,$1424,2024/11/18,Hyderbad,Tablet,data analytics course
A2622,DataAnalyticsCourse,83.0,4359.0,$227.14,,10.0,0.12,,2024/11/02,hyderabad,DESKTOP,data analitics online
A2623,Data Analytics Corse,148.0,4813.0,$212.78,12.0,,,$1833,2024-11-23,HYDERABAD,mobile,online data analytic
A2624,Data Anlytics Corse,125.0,4300.0,$221.37,16.0,10.0,0.08,$1066,2024/11/27,HYDERABAD,Tablet,data analytics course
A2625,DataAnalyticsCourse,105.0,4094.0,$183.47,11.0,6.0,,$1817,2024/11/25,HYDERABAD,mobile,online data analytic
A2626,Data Analytics Corse,84.0,4263.0,$234.62,29.0,9.0,0.107,$1599,18-11-2024,hydrebad,mobile,learn data analytics
A2627,Data Analytcis Course,114.0,3472.0,$242.89,16.0,10.0,,$1642,2024/11/28,hydrebad,tablet,analytics for data
A2628,Data Analytcis Course,129.0,4411.0,$180.17,28.0,5.0,0.039,$1173,10-11-2024,hyderabad,DESKTOP,data analitics online
A2629,Data Anlytics Corse,128.0,4787.0,$204.29,,,0.059,$1880,2024-11-29,hydrebad,DESKTOP,data anaytics training
A2630,Data Anlytics Corse,120.0,5915.0,$241.95,26.0,3.0,,$1253,2024/11/25,hyderabad,Desktop,analytics for data
A2631,Data Analytcis Course,99.0,4111.0,$192.09,14.0,5.0,,$1497,2024/11/19,hyderabad,mobile,analytics for data
A2632,Data Anlytics Corse,180.0,3305.0,$187.59,14.0,10.0,0.056,,2024/11/19,HYDERABAD,DESKTOP,data analitics online
A2633,Data Analytcis Course,154.0,3510.0,$211.16,26.0,10.0,0.065,$1167,2024-11-14,HYDERABAD,tablet,online data analytic
A2634,Data Anlytics Corse,89.0,3265.0,$234.51,29.0,8.0,0.09,,2024/11/28,HYDERABAD,TABLET,data analytics course
A2635,Data Analytics Corse,136.0,5977.0,$249.89,15.0,9.0,0.066,$1477,2024/11/28,hyderabad,tablet,analytics for data
A2636,DataAnalyticsCourse,177.0,5409.0,$181.75,19.0,4.0,,$1793,03-11-2024,hyderabad,tablet,data analytics course
A2637,Data Analytcis Course,145.0,5523.0,,10.0,,,$1668,19-11-2024,Hyderbad,MOBILE,data anaytics training
A2638,Data Anlytics Corse,152.0,5421.0,$248.08,16.0,6.0,0.035,$1752,2024/11/27,HYDERABAD,mobile,analytics for data
A2639,DataAnalyticsCourse,187.0,5181.0,$227.15,18.0,10.0,,$1516,2024/11/25,Hyderbad,Tablet,data anaytics training
A2640,DataAnalyticsCourse,91.0,5484.0,$198.25,16.0,6.0,0.066,$1981,2024/11/20,Hyderbad,MOBILE,data anaytics training
A2641,Data Analytics Corse,180.0,5545.0,$238.85,30.0,10.0,0.056,$1971,24-11-2024,HYDERABAD,Desktop,data analytics course
A2642,Data Analytics Corse,122.0,4295.0,,24.0,6.0,0.049,$1349,2024/11/10,hydrebad,desktop,data analytics course
A2643,DataAnalyticsCourse,,4314.0,$194.56,21.0,9.0,,$1211,2024/11/09,hyderabad,Tablet,data anaytics training
A2644,Data Analytcis Course,157.0,4111.0,$208.46,27.0,8.0,,$1187,2024-11-05,HYDERABAD,Tablet,data anaytics training
A2645,DataAnalyticsCourse,178.0,5640.0,$195.8,25.0,4.0,0.022,$1807,22-11-2024,hyderabad,MOBILE,data analitics online
A2646,DataAnalyticsCourse,94.0,3805.0,$198.19,12.0,8.0,0.085,$1523,2024/11/10,hydrebad,TABLET,data analytics course
A2647,Data Analytics Corse,130.0,4561.0,$196.04,25.0,9.0,0.069,$1388,18-11-2024,hyderabad,Desktop,analytics for data
A2648,DataAnalyticsCourse,169.0,5865.0,$200.36,19.0,5.0,0.03,$1482,30-11-2024,HYDERABAD,Mobile,online data analytic
A2649,Data Anlytics Corse,176.0,5275.0,$241.12,14.0,8.0,,$1995,15-11-2024,Hyderbad,mobile,data analitics online
A2650,Data Analytcis Course,143.0,4964.0,$207.66,21.0,10.0,0.07,$1619,13-11-2024,Hyderbad,tablet,analytics for data
A2651,Data Anlytics Corse,153.0,5292.0,$225.98,21.0,9.0,0.059,$1223,2024/11/10,hydrebad,mobile,data analytics course
A2652,Data Analytics Corse,96.0,5568.0,$210.99,19.0,10.0,0.104,$1317,2024-11-21,Hyderbad,desktop,learn data analytics
A2653,Data Analytics Corse,96.0,4849.0,$198.41,13.0,5.0,0.052,$1198,27-11-2024,hydrebad,mobile,online data analytic
A2654,Data Analytics Corse,172.0,4128.0,,12.0,7.0,0.041,$1070,2024/11/17,Hyderbad,tablet,learn data analytics
A2655,Data Anlytics Corse,197.0,4645.0,$219.15,24.0,5.0,0.025,$1911,2024/11/30,hydrebad,Mobile,online data analytic
A2656,DataAnalyticsCourse,191.0,5706.0,$249.69,25.0,6.0,0.031,$1821,2024-11-16,Hyderbad,desktop,data analitics online
A2657,DataAnalyticsCourse,167.0,3438.0,$235.2,10.0,7.0,,$1229,2024-11-17,Hyderbad,desktop,data analitics online
A2658,Data Anlytics Corse,191.0,3610.0,$217.44,27.0,6.0,0.031,$1890,2024-11-23,Hyderbad,tablet,analytics for data
A2659,Data Anlytics Corse,90.0,3828.0,$238.12,21.0,6.0,0.06,$1505,2024/11/21,hydrebad,desktop,data analitics online
A2660,Data Analytcis Course,115.0,5431.0,$180.5,,7.0,0.061,$1995,2024/11/15,Hyderbad,DESKTOP,data analytics course
A2661,DataAnalyticsCourse,188.0,4300.0,$226.13,28.0,7.0,,$1185,2024/11/14,HYDERABAD,Mobile,online data analytic
A2662,Data Analytcis Course,173.0,3829.0,$221.28,29.0,4.0,0.023,$1417,2024/11/25,hydrebad,Desktop,learn data analytics
A2663,Data Analytics Corse,107.0,4165.0,$192.18,21.0,10.0,0.093,$1754,29-11-2024,HYDERABAD,Mobile,learn data analytics
A2664,Data Analytics Corse,171.0,5953.0,$230.37,14.0,7.0,0.048,$1436,17-11-2024,hydrebad,Tablet,analytics for data
A2665,Data Analytcis Course,87.0,4836.0,$242.0,12.0,7.0,,$1665,15-11-2024,hyderabad,DESKTOP,learn data analytics
A2666,Data Analytcis Course,199.0,3717.0,$226.84,27.0,3.0,0.037,$1449,2024/11/25,Hyderbad,MOBILE,data anaytics training
A2667,DataAnalyticsCourse,195.0,5190.0,$231.62,,3.0,,$1429,12-11-2024,HYDERABAD,Tablet,data analytics course
A2668,DataAnalyticsCourse,97.0,3921.0,$232.83,11.0,9.0,0.036,$1886,2024/11/16,HYDERABAD,tablet,analytics for data
A2669,Data Analytcis Course,184.0,3824.0,$200.99,26.0,6.0,,$1023,2024/11/26,hydrebad,MOBILE,data analitics online
